score,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore
5,0.004916191101074219,False,,,1,ded72_00000,df69bf63869843efbf24cc0eb20b812a,2022-02-09_05-34-39,1644365079,0.004916191101074219,42593,BOSS8-OS,172.25.0.208,0.004916191101074219,0,1
6,0.038736820220947266,False,,,2,ded72_00000,df69bf63869843efbf24cc0eb20b812a,2022-02-09_05-34-39,1644365079,0.043653011322021484,42593,BOSS8-OS,172.25.0.208,0.043653011322021484,0,2
7,0.0027120113372802734,False,,,3,ded72_00000,df69bf63869843efbf24cc0eb20b812a,2022-02-09_05-34-39,1644365079,0.04636502265930176,42593,BOSS8-OS,172.25.0.208,0.04636502265930176,0,3
8,0.0027489662170410156,False,,,4,ded72_00000,df69bf63869843efbf24cc0eb20b812a,2022-02-09_05-34-39,1644365079,0.04911398887634277,42593,BOSS8-OS,172.25.0.208,0.04911398887634277,0,4
9,0.003397703170776367,False,,,5,ded72_00000,df69bf63869843efbf24cc0eb20b812a,2022-02-09_05-34-39,1644365079,0.05251169204711914,42593,BOSS8-OS,172.25.0.208,0.05251169204711914,0,5
10,0.0029113292694091797,False,,,6,ded72_00000,df69bf63869843efbf24cc0eb20b812a,2022-02-09_05-34-39,1644365079,0.05542302131652832,42593,BOSS8-OS,172.25.0.208,0.05542302131652832,0,6
11,0.0029091835021972656,False,,,7,ded72_00000,df69bf63869843efbf24cc0eb20b812a,2022-02-09_05-34-39,1644365079,0.058332204818725586,42593,BOSS8-OS,172.25.0.208,0.058332204818725586,0,7
12,0.002824544906616211,False,,,8,ded72_00000,df69bf63869843efbf24cc0eb20b812a,2022-02-09_05-34-39,1644365079,0.0611567497253418,42593,BOSS8-OS,172.25.0.208,0.0611567497253418,0,8
13,0.0029273033142089844,False,,,9,ded72_00000,df69bf63869843efbf24cc0eb20b812a,2022-02-09_05-34-39,1644365079,0.06408405303955078,42593,BOSS8-OS,172.25.0.208,0.06408405303955078,0,9
14,0.002951383590698242,False,,,10,ded72_00000,df69bf63869843efbf24cc0eb20b812a,2022-02-09_05-34-39,1644365079,0.06703543663024902,42593,BOSS8-OS,172.25.0.208,0.06703543663024902,0,10
