score,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore
<__main__.objective object at 0x7f83d0028b38>,0.0016214847564697266,False,,,1,2183e_00000,a45b4c776b8642b59e00fe6bae12299b,2022-02-09_05-00-42,1644363042,0.0016214847564697266,42958,BOSS8-OS,172.25.0.208,0.0016214847564697266,0,1
<__main__.objective object at 0x7f83d0049828>,0.012825727462768555,False,,,2,2183e_00000,a45b4c776b8642b59e00fe6bae12299b,2022-02-09_05-00-42,1644363042,0.014447212219238281,42958,BOSS8-OS,172.25.0.208,0.014447212219238281,0,2
<__main__.objective object at 0x7f83d0049ba8>,0.004985809326171875,False,,,3,2183e_00000,a45b4c776b8642b59e00fe6bae12299b,2022-02-09_05-00-42,1644363042,0.019433021545410156,42958,BOSS8-OS,172.25.0.208,0.019433021545410156,0,3
<__main__.objective object at 0x7f83d0049be0>,0.004865407943725586,False,,,4,2183e_00000,a45b4c776b8642b59e00fe6bae12299b,2022-02-09_05-00-42,1644363042,0.024298429489135742,42958,BOSS8-OS,172.25.0.208,0.024298429489135742,0,4
<__main__.objective object at 0x7f83d0049c18>,0.0026810169219970703,False,,,5,2183e_00000,a45b4c776b8642b59e00fe6bae12299b,2022-02-09_05-00-42,1644363042,0.026979446411132812,42958,BOSS8-OS,172.25.0.208,0.026979446411132812,0,5
<__main__.objective object at 0x7f83d0049c50>,0.004974842071533203,False,,,6,2183e_00000,a45b4c776b8642b59e00fe6bae12299b,2022-02-09_05-00-42,1644363042,0.031954288482666016,42958,BOSS8-OS,172.25.0.208,0.031954288482666016,0,6
<__main__.objective object at 0x7f83d0074dd8>,0.004825115203857422,False,,,7,2183e_00000,a45b4c776b8642b59e00fe6bae12299b,2022-02-09_05-00-42,1644363042,0.03677940368652344,42958,BOSS8-OS,172.25.0.208,0.03677940368652344,0,7
<__main__.objective object at 0x7f83d375feb8>,0.0032906532287597656,False,,,8,2183e_00000,a45b4c776b8642b59e00fe6bae12299b,2022-02-09_05-00-42,1644363042,0.0400700569152832,42958,BOSS8-OS,172.25.0.208,0.0400700569152832,0,8
<__main__.objective object at 0x7f83d0074f60>,0.003354787826538086,False,,,9,2183e_00000,a45b4c776b8642b59e00fe6bae12299b,2022-02-09_05-00-42,1644363042,0.04342484474182129,42958,BOSS8-OS,172.25.0.208,0.04342484474182129,0,9
<__main__.objective object at 0x7f83d0074fd0>,0.008370161056518555,False,,,10,2183e_00000,a45b4c776b8642b59e00fe6bae12299b,2022-02-09_05-00-42,1644363042,0.051795005798339844,42958,BOSS8-OS,172.25.0.208,0.051795005798339844,0,10
<__main__.objective object at 0x7f83d0074c88>,0.01698780059814453,False,,,11,2183e_00000,a45b4c776b8642b59e00fe6bae12299b,2022-02-09_05-00-42,1644363042,0.06878280639648438,42958,BOSS8-OS,172.25.0.208,0.06878280639648438,0,11
<__main__.objective object at 0x7f83d01c32e8>,0.0027773380279541016,False,,,12,2183e_00000,a45b4c776b8642b59e00fe6bae12299b,2022-02-09_05-00-42,1644363042,0.07156014442443848,42958,BOSS8-OS,172.25.0.208,0.07156014442443848,0,12
<__main__.objective object at 0x7f84838abc88>,0.0032548904418945312,False,,,13,2183e_00000,a45b4c776b8642b59e00fe6bae12299b,2022-02-09_05-00-42,1644363042,0.07481503486633301,42958,BOSS8-OS,172.25.0.208,0.07481503486633301,0,13
<__main__.objective object at 0x7f84838ab3c8>,0.0028624534606933594,False,,,14,2183e_00000,a45b4c776b8642b59e00fe6bae12299b,2022-02-09_05-00-42,1644363042,0.07767748832702637,42958,BOSS8-OS,172.25.0.208,0.07767748832702637,0,14
<__main__.objective object at 0x7f83d040a208>,0.0028688907623291016,False,,,15,2183e_00000,a45b4c776b8642b59e00fe6bae12299b,2022-02-09_05-00-42,1644363042,0.08054637908935547,42958,BOSS8-OS,172.25.0.208,0.08054637908935547,0,15
<__main__.objective object at 0x7f83d0074e10>,0.0024383068084716797,False,,,16,2183e_00000,a45b4c776b8642b59e00fe6bae12299b,2022-02-09_05-00-42,1644363042,0.08298468589782715,42958,BOSS8-OS,172.25.0.208,0.08298468589782715,0,16
<__main__.objective object at 0x7f83d0074cc0>,0.008763790130615234,False,,,17,2183e_00000,a45b4c776b8642b59e00fe6bae12299b,2022-02-09_05-00-42,1644363042,0.09174847602844238,42958,BOSS8-OS,172.25.0.208,0.09174847602844238,0,17
<__main__.objective object at 0x7f83d0074f98>,0.003452777862548828,False,,,18,2183e_00000,a45b4c776b8642b59e00fe6bae12299b,2022-02-09_05-00-42,1644363042,0.09520125389099121,42958,BOSS8-OS,172.25.0.208,0.09520125389099121,0,18
<__main__.objective object at 0x7f83d0074c88>,0.002830982208251953,False,,,19,2183e_00000,a45b4c776b8642b59e00fe6bae12299b,2022-02-09_05-00-42,1644363042,0.09803223609924316,42958,BOSS8-OS,172.25.0.208,0.09803223609924316,0,19
<__main__.objective object at 0x7f83d0074e10>,0.011266946792602539,False,,,20,2183e_00000,a45b4c776b8642b59e00fe6bae12299b,2022-02-09_05-00-42,1644363042,0.1092991828918457,42958,BOSS8-OS,172.25.0.208,0.1092991828918457,0,20
