score,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore
7,0.002849102020263672,False,,,1,6c081_00000,967291a8eefe4f1d926319a291a0534f,2022-02-09_05-31-26,1644364886,0.002849102020263672,42926,BOSS8-OS,172.25.0.208,0.002849102020263672,0,1
8,0.00621342658996582,False,,,2,6c081_00000,967291a8eefe4f1d926319a291a0534f,2022-02-09_05-31-26,1644364886,0.009062528610229492,42926,BOSS8-OS,172.25.0.208,0.009062528610229492,0,2
9,0.0028116703033447266,False,,,3,6c081_00000,967291a8eefe4f1d926319a291a0534f,2022-02-09_05-31-26,1644364886,0.011874198913574219,42926,BOSS8-OS,172.25.0.208,0.011874198913574219,0,3
10,0.003091096878051758,False,,,4,6c081_00000,967291a8eefe4f1d926319a291a0534f,2022-02-09_05-31-26,1644364886,0.014965295791625977,42926,BOSS8-OS,172.25.0.208,0.014965295791625977,0,4
11,0.004583120346069336,False,,,5,6c081_00000,967291a8eefe4f1d926319a291a0534f,2022-02-09_05-31-26,1644364886,0.019548416137695312,42926,BOSS8-OS,172.25.0.208,0.019548416137695312,0,5
