score,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore
6,0.00047326087951660156,False,,,1,d78a9_00001,080011bbbd4049c1937c6efae0cb0d55,2022-02-09_05-34-28,1644365068,0.00047326087951660156,42771,BOSS8-OS,172.25.0.208,0.00047326087951660156,0,1
7,0.009762287139892578,False,,,2,d78a9_00001,080011bbbd4049c1937c6efae0cb0d55,2022-02-09_05-34-28,1644365068,0.01023554801940918,42771,BOSS8-OS,172.25.0.208,0.01023554801940918,0,2
8,0.003938198089599609,False,,,3,d78a9_00001,080011bbbd4049c1937c6efae0cb0d55,2022-02-09_05-34-28,1644365068,0.014173746109008789,42771,BOSS8-OS,172.25.0.208,0.014173746109008789,0,3
9,0.0034606456756591797,False,,,4,d78a9_00001,080011bbbd4049c1937c6efae0cb0d55,2022-02-09_05-34-28,1644365068,0.01763439178466797,42771,BOSS8-OS,172.25.0.208,0.01763439178466797,0,4
10,0.0037293434143066406,False,,,5,d78a9_00001,080011bbbd4049c1937c6efae0cb0d55,2022-02-09_05-34-28,1644365068,0.02136373519897461,42771,BOSS8-OS,172.25.0.208,0.02136373519897461,0,5
11,0.0033724308013916016,False,,,6,d78a9_00001,080011bbbd4049c1937c6efae0cb0d55,2022-02-09_05-34-28,1644365068,0.02473616600036621,42771,BOSS8-OS,172.25.0.208,0.02473616600036621,0,6
12,0.09968018531799316,False,,,7,d78a9_00001,080011bbbd4049c1937c6efae0cb0d55,2022-02-09_05-34-29,1644365069,0.12441635131835938,42771,BOSS8-OS,172.25.0.208,0.12441635131835938,0,7
13,0.008063793182373047,False,,,8,d78a9_00001,080011bbbd4049c1937c6efae0cb0d55,2022-02-09_05-34-29,1644365069,0.13248014450073242,42771,BOSS8-OS,172.25.0.208,0.13248014450073242,0,8
14,0.0143890380859375,False,,,9,d78a9_00001,080011bbbd4049c1937c6efae0cb0d55,2022-02-09_05-34-29,1644365069,0.14686918258666992,42771,BOSS8-OS,172.25.0.208,0.14686918258666992,0,9
15,0.02073359489440918,False,,,10,d78a9_00001,080011bbbd4049c1937c6efae0cb0d55,2022-02-09_05-34-29,1644365069,0.1676027774810791,42771,BOSS8-OS,172.25.0.208,0.1676027774810791,0,10
