score,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore
5,0.0020494461059570312,False,,,1,2e0d5_00000,269ad729f9e54282b898a3c024098e37,2022-02-09_05-36-52,1644365212,0.0020494461059570312,17808,BOSS8-OS,172.25.0.208,0.0020494461059570312,0,1
6,0.06842827796936035,False,,,2,2e0d5_00000,269ad729f9e54282b898a3c024098e37,2022-02-09_05-36-52,1644365212,0.07047772407531738,17808,BOSS8-OS,172.25.0.208,0.07047772407531738,0,2
7,0.002524137496948242,False,,,3,2e0d5_00000,269ad729f9e54282b898a3c024098e37,2022-02-09_05-36-52,1644365212,0.07300186157226562,17808,BOSS8-OS,172.25.0.208,0.07300186157226562,0,3
8,0.0026001930236816406,False,,,4,2e0d5_00000,269ad729f9e54282b898a3c024098e37,2022-02-09_05-36-52,1644365212,0.07560205459594727,17808,BOSS8-OS,172.25.0.208,0.07560205459594727,0,4
9,0.003386974334716797,False,,,5,2e0d5_00000,269ad729f9e54282b898a3c024098e37,2022-02-09_05-36-52,1644365212,0.07898902893066406,17808,BOSS8-OS,172.25.0.208,0.07898902893066406,0,5
10,0.00897836685180664,False,,,6,2e0d5_00000,269ad729f9e54282b898a3c024098e37,2022-02-09_05-36-52,1644365212,0.0879673957824707,17808,BOSS8-OS,172.25.0.208,0.0879673957824707,0,6
11,0.010265588760375977,False,,,7,2e0d5_00000,269ad729f9e54282b898a3c024098e37,2022-02-09_05-36-52,1644365212,0.09823298454284668,17808,BOSS8-OS,172.25.0.208,0.09823298454284668,0,7
12,0.0034134387969970703,False,,,8,2e0d5_00000,269ad729f9e54282b898a3c024098e37,2022-02-09_05-36-52,1644365212,0.10164642333984375,17808,BOSS8-OS,172.25.0.208,0.10164642333984375,0,8
13,0.0031642913818359375,False,,,9,2e0d5_00000,269ad729f9e54282b898a3c024098e37,2022-02-09_05-36-52,1644365212,0.10481071472167969,17808,BOSS8-OS,172.25.0.208,0.10481071472167969,0,9
14,0.0032706260681152344,False,,,10,2e0d5_00000,269ad729f9e54282b898a3c024098e37,2022-02-09_05-36-52,1644365212,0.10808134078979492,17808,BOSS8-OS,172.25.0.208,0.10808134078979492,0,10
