score,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore
12,0.0005407333374023438,False,,,1,88456_00000,5592a4483f8e4ec9883f9aabc6f0b7fc,2022-02-09_05-32-14,1644364934,0.0005407333374023438,42997,BOSS8-OS,172.25.0.208,0.0005407333374023438,0,1
13,0.012906789779663086,False,,,2,88456_00000,5592a4483f8e4ec9883f9aabc6f0b7fc,2022-02-09_05-32-14,1644364934,0.01344752311706543,42997,BOSS8-OS,172.25.0.208,0.01344752311706543,0,2
14,0.00640559196472168,False,,,3,88456_00000,5592a4483f8e4ec9883f9aabc6f0b7fc,2022-02-09_05-32-14,1644364934,0.01985311508178711,42997,BOSS8-OS,172.25.0.208,0.01985311508178711,0,3
15,0.0024242401123046875,False,,,4,88456_00000,5592a4483f8e4ec9883f9aabc6f0b7fc,2022-02-09_05-32-14,1644364934,0.022277355194091797,42997,BOSS8-OS,172.25.0.208,0.022277355194091797,0,4
16,0.004274129867553711,False,,,5,88456_00000,5592a4483f8e4ec9883f9aabc6f0b7fc,2022-02-09_05-32-14,1644364934,0.026551485061645508,42997,BOSS8-OS,172.25.0.208,0.026551485061645508,0,5
17,0.00475311279296875,False,,,6,88456_00000,5592a4483f8e4ec9883f9aabc6f0b7fc,2022-02-09_05-32-14,1644364934,0.03130459785461426,42997,BOSS8-OS,172.25.0.208,0.03130459785461426,0,6
18,0.007667064666748047,False,,,7,88456_00000,5592a4483f8e4ec9883f9aabc6f0b7fc,2022-02-09_05-32-14,1644364934,0.038971662521362305,42997,BOSS8-OS,172.25.0.208,0.038971662521362305,0,7
19,0.00596308708190918,False,,,8,88456_00000,5592a4483f8e4ec9883f9aabc6f0b7fc,2022-02-09_05-32-14,1644364934,0.044934749603271484,42997,BOSS8-OS,172.25.0.208,0.044934749603271484,0,8
20,0.007547616958618164,False,,,9,88456_00000,5592a4483f8e4ec9883f9aabc6f0b7fc,2022-02-09_05-32-14,1644364934,0.05248236656188965,42997,BOSS8-OS,172.25.0.208,0.05248236656188965,0,9
21,0.006845951080322266,False,,,10,88456_00000,5592a4483f8e4ec9883f9aabc6f0b7fc,2022-02-09_05-32-14,1644364934,0.059328317642211914,42997,BOSS8-OS,172.25.0.208,0.059328317642211914,0,10
