score,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore
5,0.000545501708984375,False,,,1,7fc87_00000,7343cecbd92d4d41a3dc8b9bf2986863,2022-02-09_05-17-40,1644364060,0.000545501708984375,43056,BOSS8-OS,172.25.0.208,0.000545501708984375,0,1
6,0.010746002197265625,False,,,2,7fc87_00000,7343cecbd92d4d41a3dc8b9bf2986863,2022-02-09_05-17-40,1644364060,0.01129150390625,43056,BOSS8-OS,172.25.0.208,0.01129150390625,0,2
7,0.003946781158447266,False,,,3,7fc87_00000,7343cecbd92d4d41a3dc8b9bf2986863,2022-02-09_05-17-40,1644364060,0.015238285064697266,43056,BOSS8-OS,172.25.0.208,0.015238285064697266,0,3
8,0.004204750061035156,False,,,4,7fc87_00000,7343cecbd92d4d41a3dc8b9bf2986863,2022-02-09_05-17-40,1644364060,0.019443035125732422,43056,BOSS8-OS,172.25.0.208,0.019443035125732422,0,4
9,0.008185386657714844,False,,,5,7fc87_00000,7343cecbd92d4d41a3dc8b9bf2986863,2022-02-09_05-17-40,1644364060,0.027628421783447266,43056,BOSS8-OS,172.25.0.208,0.027628421783447266,0,5
