score,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore
14,0.00042176246643066406,False,,,1,cb33a_00008,59de19725043416e9a9b10f228b48de9,2022-02-09_05-34-08,1644365048,0.00042176246643066406,42784,BOSS8-OS,172.25.0.208,0.00042176246643066406,0,1
15,0.014945507049560547,False,,,2,cb33a_00008,59de19725043416e9a9b10f228b48de9,2022-02-09_05-34-08,1644365048,0.015367269515991211,42784,BOSS8-OS,172.25.0.208,0.015367269515991211,0,2
16,0.035239458084106445,False,,,3,cb33a_00008,59de19725043416e9a9b10f228b48de9,2022-02-09_05-34-08,1644365048,0.050606727600097656,42784,BOSS8-OS,172.25.0.208,0.050606727600097656,0,3
17,0.027797698974609375,False,,,4,cb33a_00008,59de19725043416e9a9b10f228b48de9,2022-02-09_05-34-08,1644365048,0.07840442657470703,42784,BOSS8-OS,172.25.0.208,0.07840442657470703,0,4
18,0.013107061386108398,False,,,5,cb33a_00008,59de19725043416e9a9b10f228b48de9,2022-02-09_05-34-08,1644365048,0.09151148796081543,42784,BOSS8-OS,172.25.0.208,0.09151148796081543,0,5
19,0.03516793251037598,False,,,6,cb33a_00008,59de19725043416e9a9b10f228b48de9,2022-02-09_05-34-08,1644365048,0.1266794204711914,42784,BOSS8-OS,172.25.0.208,0.1266794204711914,0,6
20,0.054342031478881836,False,,,7,cb33a_00008,59de19725043416e9a9b10f228b48de9,2022-02-09_05-34-08,1644365048,0.18102145195007324,42784,BOSS8-OS,172.25.0.208,0.18102145195007324,0,7
21,0.00690150260925293,False,,,8,cb33a_00008,59de19725043416e9a9b10f228b48de9,2022-02-09_05-34-08,1644365048,0.18792295455932617,42784,BOSS8-OS,172.25.0.208,0.18792295455932617,0,8
22,0.009244203567504883,False,,,9,cb33a_00008,59de19725043416e9a9b10f228b48de9,2022-02-09_05-34-08,1644365048,0.19716715812683105,42784,BOSS8-OS,172.25.0.208,0.19716715812683105,0,9
23,0.010302066802978516,False,,,10,cb33a_00008,59de19725043416e9a9b10f228b48de9,2022-02-09_05-34-08,1644365048,0.20746922492980957,42784,BOSS8-OS,172.25.0.208,0.20746922492980957,0,10
