score,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore
14,0.000591278076171875,False,,,1,2349a_00008,73910edae1df4bada82b9c55f4ea7a07,2022-02-09_05-43-45,1644365625,0.000591278076171875,17712,BOSS8-OS,172.25.0.208,0.000591278076171875,0,1
15,0.020483016967773438,False,,,2,2349a_00008,73910edae1df4bada82b9c55f4ea7a07,2022-02-09_05-43-45,1644365625,0.021074295043945312,17712,BOSS8-OS,172.25.0.208,0.021074295043945312,0,2
16,0.06243157386779785,False,,,3,2349a_00008,73910edae1df4bada82b9c55f4ea7a07,2022-02-09_05-43-45,1644365625,0.08350586891174316,17712,BOSS8-OS,172.25.0.208,0.08350586891174316,0,3
17,0.008337974548339844,False,,,4,2349a_00008,73910edae1df4bada82b9c55f4ea7a07,2022-02-09_05-43-45,1644365625,0.09184384346008301,17712,BOSS8-OS,172.25.0.208,0.09184384346008301,0,4
18,0.045747995376586914,False,,,5,2349a_00008,73910edae1df4bada82b9c55f4ea7a07,2022-02-09_05-43-45,1644365625,0.13759183883666992,17712,BOSS8-OS,172.25.0.208,0.13759183883666992,0,5
19,0.011688470840454102,False,,,6,2349a_00008,73910edae1df4bada82b9c55f4ea7a07,2022-02-09_05-43-45,1644365625,0.14928030967712402,17712,BOSS8-OS,172.25.0.208,0.14928030967712402,0,6
20,0.05252647399902344,False,,,7,2349a_00008,73910edae1df4bada82b9c55f4ea7a07,2022-02-09_05-43-45,1644365625,0.20180678367614746,17712,BOSS8-OS,172.25.0.208,0.20180678367614746,0,7
21,0.062058210372924805,False,,,8,2349a_00008,73910edae1df4bada82b9c55f4ea7a07,2022-02-09_05-43-45,1644365625,0.26386499404907227,17712,BOSS8-OS,172.25.0.208,0.26386499404907227,0,8
22,0.00397491455078125,False,,,9,2349a_00008,73910edae1df4bada82b9c55f4ea7a07,2022-02-09_05-43-45,1644365625,0.2678399085998535,17712,BOSS8-OS,172.25.0.208,0.2678399085998535,0,9
23,0.002598285675048828,False,,,10,2349a_00008,73910edae1df4bada82b9c55f4ea7a07,2022-02-09_05-43-45,1644365625,0.27043819427490234,17712,BOSS8-OS,172.25.0.208,0.27043819427490234,0,10
