score,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore
7,0.0004012584686279297,False,,,1,ded72_00002,41a1105afaa34ed886914bbca9395d7e,2022-02-09_05-34-41,1644365081,0.0004012584686279297,42621,BOSS8-OS,172.25.0.208,0.0004012584686279297,0,1
8,0.01584482192993164,False,,,2,ded72_00002,41a1105afaa34ed886914bbca9395d7e,2022-02-09_05-34-41,1644365081,0.01624608039855957,42621,BOSS8-OS,172.25.0.208,0.01624608039855957,0,2
9,0.0075190067291259766,False,,,3,ded72_00002,41a1105afaa34ed886914bbca9395d7e,2022-02-09_05-34-41,1644365081,0.023765087127685547,42621,BOSS8-OS,172.25.0.208,0.023765087127685547,0,3
10,0.012681007385253906,False,,,4,ded72_00002,41a1105afaa34ed886914bbca9395d7e,2022-02-09_05-34-41,1644365081,0.03644609451293945,42621,BOSS8-OS,172.25.0.208,0.03644609451293945,0,4
11,0.007831096649169922,False,,,5,ded72_00002,41a1105afaa34ed886914bbca9395d7e,2022-02-09_05-34-41,1644365081,0.044277191162109375,42621,BOSS8-OS,172.25.0.208,0.044277191162109375,0,5
12,0.009020805358886719,False,,,6,ded72_00002,41a1105afaa34ed886914bbca9395d7e,2022-02-09_05-34-41,1644365081,0.053297996520996094,42621,BOSS8-OS,172.25.0.208,0.053297996520996094,0,6
13,0.016732215881347656,False,,,7,ded72_00002,41a1105afaa34ed886914bbca9395d7e,2022-02-09_05-34-41,1644365081,0.07003021240234375,42621,BOSS8-OS,172.25.0.208,0.07003021240234375,0,7
14,0.0046002864837646484,False,,,8,ded72_00002,41a1105afaa34ed886914bbca9395d7e,2022-02-09_05-34-41,1644365081,0.0746304988861084,42621,BOSS8-OS,172.25.0.208,0.0746304988861084,0,8
15,0.011928319931030273,False,,,9,ded72_00002,41a1105afaa34ed886914bbca9395d7e,2022-02-09_05-34-41,1644365081,0.08655881881713867,42621,BOSS8-OS,172.25.0.208,0.08655881881713867,0,9
16,0.0037446022033691406,False,,,10,ded72_00002,41a1105afaa34ed886914bbca9395d7e,2022-02-09_05-34-41,1644365081,0.09030342102050781,42621,BOSS8-OS,172.25.0.208,0.09030342102050781,0,10
