score,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore
6,0.0019931793212890625,False,,,1,c6ff2_00001,cab40109fe5e491899dc7a2ae6da6c74,2022-02-09_05-34-01,1644365041,0.0019931793212890625,42955,BOSS8-OS,172.25.0.208,0.0019931793212890625,0,1
7,0.015886783599853516,False,,,2,c6ff2_00001,cab40109fe5e491899dc7a2ae6da6c74,2022-02-09_05-34-01,1644365041,0.017879962921142578,42955,BOSS8-OS,172.25.0.208,0.017879962921142578,0,2
8,0.02198052406311035,False,,,3,c6ff2_00001,cab40109fe5e491899dc7a2ae6da6c74,2022-02-09_05-34-01,1644365041,0.03986048698425293,42955,BOSS8-OS,172.25.0.208,0.03986048698425293,0,3
9,0.07915687561035156,False,,,4,c6ff2_00001,cab40109fe5e491899dc7a2ae6da6c74,2022-02-09_05-34-01,1644365041,0.11901736259460449,42955,BOSS8-OS,172.25.0.208,0.11901736259460449,0,4
10,0.006007194519042969,False,,,5,c6ff2_00001,cab40109fe5e491899dc7a2ae6da6c74,2022-02-09_05-34-01,1644365041,0.12502455711364746,42955,BOSS8-OS,172.25.0.208,0.12502455711364746,0,5
11,0.01767253875732422,False,,,6,c6ff2_00001,cab40109fe5e491899dc7a2ae6da6c74,2022-02-09_05-34-01,1644365041,0.14269709587097168,42955,BOSS8-OS,172.25.0.208,0.14269709587097168,0,6
12,0.03492546081542969,False,,,7,c6ff2_00001,cab40109fe5e491899dc7a2ae6da6c74,2022-02-09_05-34-01,1644365041,0.17762255668640137,42955,BOSS8-OS,172.25.0.208,0.17762255668640137,0,7
13,0.00818181037902832,False,,,8,c6ff2_00001,cab40109fe5e491899dc7a2ae6da6c74,2022-02-09_05-34-01,1644365041,0.1858043670654297,42955,BOSS8-OS,172.25.0.208,0.1858043670654297,0,8
14,0.014282464981079102,False,,,9,c6ff2_00001,cab40109fe5e491899dc7a2ae6da6c74,2022-02-09_05-34-01,1644365041,0.2000868320465088,42955,BOSS8-OS,172.25.0.208,0.2000868320465088,0,9
15,0.052983999252319336,False,,,10,c6ff2_00001,cab40109fe5e491899dc7a2ae6da6c74,2022-02-09_05-34-01,1644365041,0.2530708312988281,42955,BOSS8-OS,172.25.0.208,0.2530708312988281,0,10
