score,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore
500.001,0.00019693374633789062,False,,,1,7f4f2_00003,4ab01702204c4ac3b61f021bcec4b92b,2022-02-09_06-36-24,1644368784,0.00019693374633789062,10767,BOSS8-OS,172.25.0.208,0.00019693374633789062,0,1
500.001,0.005817890167236328,False,,,2,7f4f2_00003,4ab01702204c4ac3b61f021bcec4b92b,2022-02-09_06-36-24,1644368784,0.006014823913574219,10767,BOSS8-OS,172.25.0.208,0.006014823913574219,0,2
